,top_university,has_phd,has_mba,stem_degree,prior_exit,multiple_exits,senior_leadership,large_company_exp,startup_exp,long_experience,serial_founder,technical_role,many_prior_roles,short_tenure_pattern,industry_match,qs_top_25,qs_top_50,qs_top_100,qs_top_200,qs_inverse_best,prior_ipos,prior_acquisitions,large_company_years,experience_duration,technical_experience_duration
top_university,1.0,0.20582512293669544,0.10171398020340605,0.1991268874673532,0.07399793363290603,0.01106701289546517,-0.011042779158728977,0.14923194811717894,0.008604001059445171,0.010645730148646178,0.02360808339514721,0.035043679291644855,0.05080314417975057,0.051068823085695166,0.021074316138829575,0.7590513423987563,1.0,0.8596817583547448,0.7030312038332438,0.5081029104244277,0.03338902816470897,0.07158937651421952,0.08975700594692841,0.0353491539605892,0.01983851472091349
has_phd,0.20582512293669544,1.0,-0.10964007814146173,0.30802174007506644,-0.0069953993868845125,-0.026471937279922947,-0.01797021308653043,0.18103190119946955,-0.058414555910745875,0.025208961933652768,-0.05836037654859844,0.10867488704997412,-0.009888565237194365,-0.010597597584982427,0.013746837971617094,0.18907870326418544,0.20582512293669547,0.20462167531607078,0.19730238465075492,0.07802151907055332,0.009007384578734257,-0.01349245018599199,0.1385323137445316,0.010023799470675674,0.05392724811558193
has_mba,0.10171398020340605,-0.10964007814146173,1.0,0.018778777835751832,0.017674770237276812,-0.021453433019937868,0.046298035112883565,0.12273259996475738,0.03179263269867929,0.10650204481961566,0.007099979688768006,-0.02164890404863408,0.12011549913055579,0.02685523659857217,0.027892468601822908,0.08374186034131323,0.10171398020340601,0.0915294125784139,0.09526086802218268,0.11792637163775763,-0.012199835214360083,0.018852466307223772,0.09008143578463872,0.09021480163204751,-0.01959125297550236
stem_degree,0.1991268874673532,0.30802174007506644,0.018778777835751832,1.0,0.05593089070467091,0.007007461965624984,-0.06194089807402844,0.1989353313992258,0.03464803987663372,0.0707146423795381,-0.007468850020497366,0.2472735998383931,0.06229059117599976,0.06122908899469775,0.09577399925974148,0.18160453124474038,0.19912688746735316,0.20896961583084592,0.23151082651721078,0.09081264933205604,-0.0011044994005013544,0.05775743278019569,0.13110728526962998,0.03697016476430744,0.18648406398738454
prior_exit,0.07399793363290603,-0.0069953993868845125,0.017674770237276812,0.05593089070467091,1.0,0.41819916145236996,0.10564257833973799,0.03596989620039847,0.05757041083957349,0.06663658838233383,0.1769692691630987,0.040775013915016825,0.0833165117652939,-0.01811230638425289,0.05499604789853533,0.08457515221266264,0.07399793363290605,0.06763829737386838,0.04792803403757385,0.04214712464698982,0.3320266346598673,0.9654506062781901,0.009111415135376983,0.052994689136991055,0.0238898702317767
multiple_exits,0.01106701289546517,-0.026471937279922947,-0.021453433019937868,0.007007461965624984,0.41819916145236996,1.0,0.045705968222082935,-0.013793503477564853,0.014940110677295825,0.020665002319558708,0.10745926834237433,-0.008831823605704689,0.04484959565099072,-0.012520895785379817,0.025564199475989518,0.020218968394012722,0.01106701289546517,0.009063138033224675,0.010530755911778728,0.026034059076878616,0.39486565810712154,0.4097219187785418,0.016024353469620202,0.03993379720104083,0.0032447006017791496
senior_leadership,-0.011042779158728977,-0.01797021308653043,0.046298035112883565,-0.06194089807402844,0.10564257833973799,0.045705968222082935,1.0,-0.019742361205397838,0.17704888794120577,0.2935510266121975,0.2667444306806442,0.28725969536605367,0.34524389621241125,-0.04181285123751386,0.09798972114708301,0.0014265312132031916,-0.011042779158728979,-0.015840147407282713,-0.029405475713492085,-0.006060796975035917,0.025583554387464347,0.10551636348885325,0.056996481849129484,0.286107097208143,0.191525704640609
large_company_exp,0.14923194811717894,0.18103190119946955,0.12273259996475738,0.1989353313992258,0.03596989620039847,-0.013793503477564853,-0.019742361205397838,1.0,-0.009061751519467568,0.223962955933307,-0.05869815396491093,0.19523667624068436,0.2922692593560452,0.09705362067881622,0.14208461294790317,0.14160821582572422,0.1492319481171789,0.15986838040869325,0.17848150997464243,0.10496726476384356,0.011575883099329094,0.033659779637563,0.497731645259502,0.20649037554123373,0.176679199714178
startup_exp,0.008604001059445171,-0.058414555910745875,0.03179263269867929,0.03464803987663372,0.05757041083957349,0.014940110677295825,0.17704888794120577,-0.009061751519467568,1.0,0.1648267743227946,0.185496262827995,0.09705629360252653,0.23422196117814864,0.09075221679250918,0.1390707600170093,0.00427885146652658,0.008604001059445168,0.008599673160123977,0.004853172143717279,-0.012233058956479342,0.018098591723288898,0.05547392625676915,-0.04946087040660212,0.14830433424673242,0.06478258948469479
long_experience,0.010645730148646178,0.025208961933652768,0.10650204481961566,0.0707146423795381,0.06663658838233383,0.020665002319558708,0.2935510266121975,0.223962955933307,0.1648267743227946,1.0,0.1803519730219984,0.23680763813954184,0.5250153826457913,-0.2233208167040966,0.198451350402815,-0.005108460538022561,0.010645730148646166,0.0280976731480154,0.04494049349941264,0.0005126821254239082,0.004620857588971528,0.06887278698709179,0.2906765966379133,0.5697132884023718,0.30638838424530807
